"","StartDate","EndDate","Status","IPAddress","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q2","Q3_2","Q3_3","Q3_7","Q3_4","Q3_6","Q3_9","Q3_7_TEXT","Q5","Q6","Q6_14_TEXT","Q7_4","Q8_1","Q8_2","Q8_3","Q8_4","Q8_5","Q8_6","Q8_7","Q8_8","Q8_9","Q8_10","Q8_11","Q8_12","Q8_13","Q8_14","Q8_15","Q11","Q12","Q13","Q14_2","Q14_6","Q14_4","Q14_9","Q14_11","Q14_12","Q14_13","Q14_14","Q14_15","Q14_7","Q14_7_TEXT","Q15_1","Q15_2","Q15_3","Q15_4","Q15_5","Q15_6","Q15_7","Q15_8","Q17","Q19_1","Q19_2","Q19_3","Q19_4","Q19_8","Q19_9","Q19_11","Q19_12","Q19_13","Q19_15","Q19_16","Q19_14","Q19_7","Q19_7_TEXT","Q20_2","Q20_3","Q20_4","Q20_5","Q20_6","Q20_8","Q20_9","Q20_10","Q20_7","Q20_7_TEXT","Q21_1","Q21_2","Q21_3","Q21_4","Q21_5","Q21_6","Q21_7","Q21_8","Q21_9","Q21_10","Q23","Q25_1","Q25_2","Q25_3","Q25_4","Q25_5","Q25_6","Q25_8","Q25_9","Q25_11","Q25_10","Q25_12","Q25_7","Q25_7_TEXT","Q26_2","Q26_9","Q26_3","Q26_4","Q26_5","Q26_6","Q26_8","Q26_7","Q26_7_TEXT","Q27","Q28_1","Q28_2","Q28_3","Q28_4","Q28_5","Q28_6","Q28_7","Q28_8","Q28_9","Q28_10","Q28_11","Q30","Q32_1","Q32_2","Q32_3","Q32_4","Q32_5","Q32_6","Q32_8","Q32_9","Q32_10","Q32_11","Q32_12","Q32_7","Q32_7_TEXT","Q33_2","Q33_3","Q33_8","Q33_7","Q33_7_TEXT","Q34_1","Q34_2","Q34_3","Q34_4","Q34_5","Q34_6","Q34_7","Q34_8","Q34_9","Q34_10","Q34_11","Q35_1","Q35_2","Q35_3","Q35_4","Q63_1","Q63_2","Q63_3","Q63_7","Q63_8","Q63_4","Q63_5","Q63_6","Q63_6_TEXT","Q64","Q65","Q65_4_TEXT","Q66","Q67","Q68","Q69","Q70","Q71","org","Q25_7_TEXT___Parent_Topics","Q25_7_TEXT___Topics","RECODED_Q63","Q15_7_r","Q21_5_r","Q21_6_r","Q21_7_r","Q28_3_r","Q28_5_r","Q28_6_r","Q28_7_r","Q34_10_r","RECODED_Q6","RECODED_Q63_am_ind_ala","RECODED_Q63_asian","RECODED_Q63_black","RECODED_Q63_hisp_lat","RECODED_Q63_more_than_one_race","RECODED_Q63_nat_haw_pac","RECODED_Q63_other","RECODED_Q63_white","RECODED_Q63_NA","RECODED_Q6_personalvehicle","RECODED_Q6_activetransport","RECODED_Q6_publictransit","RECODED_Q6_other","RECODED_Q6_NA","Q65_male","Q65_female","Q65_nonbinary","Q65_other","Q65_NA","Q68_inc_1","Q68_inc_2","Q68_inc_3","Q68_inc_4","Q68_inc_5","Q68_inc_6","Q68_NA","attitude_car","attitude_mean_car","attitude_bike","attitude_mean_bike","attitude_escooter","attitude_mean_escooter","attitude_MAX","attitude_mean_MAX","na.rm","Q8_FAC1","Q8_FAC2","attitude_fac_car","attitude_fac_bike","attitude_fac_escooter","attitude_fac_MAX"
"511",2020-03-04 10:35:19,2020-03-04 10:52:42,"IP Address","131.252.60.64",100,1043,"True",2020-03-04 10:52:43,"R_2yfmZe72e91AZnQ","","","","","45.524505615234375","-122.6692047119140625","anonymous","EN",1,1,0,0,0,0,0,"",5,4,"",12,4,4,3,4,4,3,4,4,4,4,4,3,4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,"",3,3,3,3,3,2,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,1,0,0,"",4,2,3,3,3,4,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,"",0,0,1,0,0,0,0,0,"",0,2,2,2,2,3,4,3,3,2,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,"",0,0,1,0,"",3,4,4,4,4,4,4,4,3,2,4,5,2,1,8,0,0,0,0,0,1,0,0,"",19,"male","",0,0,"inc_1",3,0,"SW Martinazzi","transpoandparking","","","hisp_lat",3,3,2,3,4,3,2,3,4,"publictransit",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,21,3,28,3.11111111111111,27,2.7,38,3.8,TRUE,-0.404827997115724,1.24675829416887,-0.754183856730768,-0.15310493862721,-0.261121393399423,0.49552202682869
"512",2020-03-04 10:41:42,2020-03-04 10:52:43,"IP Address","73.25.18.203",100,661,"True",2020-03-04 10:52:44,"R_2OVmmXYAOqSLdq7","","","","","45.507293701171875","-122.692901611328125","anonymous","EN",1,1,0,0,0,0,0,"",4,4,"",2,1,5,1,5,5,5,5,5,1,5,5,5,1,3,5,0,0,0,0,0,0,0,1,1,1,1,0,0,"",3,3,2,4,2,4,3,4,0,1,0,0,1,1,1,0,0,0,1,1,0,0,"",0,0,1,0,0,1,1,0,0,"",3,2,2,1,2,2,3,4,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,"",0,0,1,0,0,0,0,0,"",1,3,3,2,1,3,5,3,4,4,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,"",0,0,1,0,"",3,3,4,3,1,4,4,4,4,2,4,1,1,10,10,0,0,0,1,0,1,0,0,"",21,"female","",1,0,"inc_1",3,0,"Broadway and Jackson","transpoandparking","","","more_than_one_race",3,4,4,3,4,3,3,3,4,"publictransit",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22,3.14285714285714,26,2.88888888888889,34,3.4,34,3.4,TRUE,1.12380367583084,-0.608507671245938,-0.391363143969269,-0.503073268065473,1.05647098769679,0.162382665685089
"513",2020-03-04 10:41:03,2020-03-04 10:52:47,"IP Address","47.7.2.206",100,704,"True",2020-03-04 10:52:47,"R_3CHkBdpsORZPeis","","","","","45.9936981201171875","-123.9243011474609375","anonymous","EN",1,1,0,0,0,0,0,"",2,5,"",30,3,3,1,5,5,5,5,3,4,5,5,3,4,5,5,1,1,2,0,0,0,0,0,0,0,1,1,0,"",5,4,3,5,4,3,3,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"",0,1,0,0,0,0,0,0,0,"",4,3,3,1,4,3,2,4,4,2,0,1,0,0,1,0,1,0,0,1,0,0,0,"",1,0,0,0,0,0,0,0,"",0,3,3,1,1,1,4,2,1,4,3,4,2,0,0,0,0,0,0,0,0,0,0,1,0,"",1,0,1,0,"",5,4,5,3,5,5,5,5,5,1,5,10,1,1,NA,0,0,0,1,1,0,0,0,"",27,"female","",0,3,"inc_1",4,0,"HWY 101","transpoandparking","","","more_than_one_race",3,2,3,4,5,5,2,4,5,"publictransit",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,29,4.14285714285714,27,3,33,3.3,47,4.7,TRUE,0.780336530681172,0.613258934695476,0.874554651551168,-0.201328546399278,0.351914391539473,1.73395201892679
"514",2020-03-04 10:42:31,2020-03-04 10:52:50,"IP Address","97.115.1.203",100,618,"True",2020-03-04 10:52:50,"R_269eUzLZQIsTtQD","","","","","45.5471954345703125","-122.64170074462890625","anonymous","EN",1,1,0,0,0,0,0,"",4,3,"",8,1,4,3,5,5,4,5,5,3,5,3,5,3,3,3,1,1,3,0,0,0,0,0,0,0,0,1,0,"",4,5,3,5,3,3,3,5,0,0,0,0,1,1,1,1,1,1,0,0,0,0,"",0,0,0,0,0,1,0,0,0,"",1,2,3,1,2,3,2,4,4,3,0,0,0,0,1,0,0,1,0,1,0,0,0,"",1,0,0,0,0,0,0,0,"",1,4,4,3,1,3,3,1,2,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,"",1,0,0,0,"",2,3,3,3,1,4,4,5,3,2,4,NA,1,5,7,0,0,0,1,0,0,0,0,"",23,"female","",0,0,"inc_1",4,0,"35th and Vermont","transpoandparking","","","white",3,4,3,4,3,3,3,5,4,"personalvehicle",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,28,4,26,2.88888888888889,32,3.2,32,3.2,TRUE,0.689425206232229,-0.349754086141775,0.840760178662546,-0.583914867327013,0.576343226724196,-0.226124461953357
"515",2020-03-04 10:24:32,2020-03-04 10:52:53,"IP Address","12.168.224.50",100,1700,"True",2020-03-04 10:52:53,"R_1kLIkDD2hoJSodr","","","","","45.5496063232421875","-122.8292999267578125","anonymous","EN",1,1,0,0,0,0,0,"",4,1,"",1,3,3,1,4,2,3,2,3,3,4,3,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,"parking fees",3,4,3,5,4,2,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,1,0,0,"",4,3,4,2,4,4,2,4,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,1,0,"",0,3,2,4,2,5,3,5,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,"someone is pretty much always yelling, playing music loudly from their phone (no headphones), or just generally being unbearable. its amazing the consistency of this.",0,0,1,0,"",4,2,2,2,4,5,4,4,4,2,4,6,4,1,4,0,0,0,1,0,0,0,0,"",36,"male","",1,0,"inc_4",3,0,"SW 18th and Jefferson","transpoandparking","","","white",3,2,2,4,2,3,3,3,4,"activetransport",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,25,3.57142857142857,31,3.44444444444444,26,2.6,35,3.5,TRUE,-1.19461685364986,0.0949300829165071,0.0757546705083433,0.576179282889967,-0.254103248714821,0.0945102148619424
"516",2020-03-04 10:45:24,2020-03-04 10:52:53,"IP Address","73.61.12.252",100,448,"True",2020-03-04 10:52:53,"R_1lv2o01tHBBmTxW","","","","","42.3426971435546875","-71.09220123291015625","anonymous","EN",1,1,0,0,0,0,0,"",2,4,"",15,2,1,1,5,4,4,5,5,3,3,3,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"dont have licence",5,4,1,1,2,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,"",0,0,1,0,0,0,0,0,0,"",4,3,3,3,1,2,2,5,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,"",0,0,0,1,0,0,0,0,"",0,4,1,3,1,4,3,4,2,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,"",1,0,0,0,"",4,4,4,4,5,3,2,4,3,3,2,1,1,1,6,0,0,0,1,0,0,0,0,"",33,"female","",0,1,"inc_2",4,0,"Martinazzi and Sagert","transpoandparking","","","white",2,5,4,4,3,2,3,2,3,"publictransit",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20,2.85714285714286,34,3.77777777777778,21,2.1,35,3.5,TRUE,-0.0311291807265266,-0.604841623753608,-0.791495455017091,0.563708593172543,-0.950153957705262,0.187821822395238
"517",2020-03-04 10:37:22,2020-03-04 10:52:57,"IP Address","172.58.45.116",100,935,"True",2020-03-04 10:52:58,"R_3rMsEo3XF8Z0fwi","","","","","47.4972991943359375","-122.355499267578125","anonymous","EN",1,1,0,0,0,0,0,"",4,4,"",7,1,2,1,5,4,2,5,2,2,3,3,1,3,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,"",5,5,4,5,2,2,4,5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"Distance from home to class",0,0,0,0,0,0,0,1,0,"",5,2,5,2,4,1,3,5,2,5,0,0,0,0,0,0,0,1,0,0,0,1,0,"",0,0,0,0,1,0,0,0,"",0,4,2,4,1,5,1,4,2,4,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,"",1,0,0,0,"",3,1,1,2,4,4,2,4,3,4,1,1,1,1,1,0,0,0,1,0,0,0,0,"",18,"male","",0,0,"inc_1",3,NA,"Powell and 136th","transpoandparking","","","white",2,2,5,3,2,3,5,2,2,"publictransit",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,28,4,31,3.44444444444444,25,2.5,25,2.5,TRUE,-1.07152573325445,-0.739641010449525,0.975160689602314,0.95055123237101,-0.109421475958431,-1.33132668015306
"518",2020-03-04 10:43:20,2020-03-04 10:53:17,"IP Address","174.224.4.144",100,596,"True",2020-03-04 10:53:17,"R_3NPu3qFTMcV76to","","","","","45.517303466796875","-122.639801025390625","anonymous","EN",1,1,0,0,0,0,0,"",4,5,"",22,3,3,3,4,4,4,4,4,4,5,4,3,4,3,3,0,1,2,0,1,0,0,0,0,0,0,0,0,"",3,3,4,4,3,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,1,0,0,"",4,3,4,2,4,4,2,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,"",0,0,0,0,0,1,0,0,"",0,2,3,4,2,3,4,4,3,4,4,4,2,0,0,0,0,0,0,0,0,0,0,1,0,"",0,0,1,0,"",4,3,3,3,5,4,3,4,5,3,4,10,1,1,NA,0,0,0,0,0,1,0,0,"",19,"female","",0,0,NA,3,0,"","transpoandparking","","","hisp_lat",3,2,2,4,2,3,2,2,3,"publictransit",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,24,3.42857142857143,30,3.33333333333333,29,2.9,38,3.8,TRUE,0.000536716540379324,0.635027649470631,-0.161201606384368,0.361678582022943,0.380089018010696,0.469114584223093
"519",2020-03-04 10:40:07,2020-03-04 10:53:26,"IP Address","131.252.61.147",100,799,"True",2020-03-04 10:53:27,"R_2ttenPLZCFEzzKq","","","","","45.524505615234375","-122.6692047119140625","anonymous","EN",1,1,0,0,0,0,0,"",4,1,"",0,2,1,1,5,4,4,4,4,2,5,5,3,5,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,"I can’t afford the parking pass for PSU parking structures",4,4,4,5,4,3,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"I can’t ride a bike",0,0,0,0,0,0,0,0,1,"N/a",3,2,5,1,1,2,2,5,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,1,"N/a",0,4,4,3,2,2,2,2,3,4,5,4,2,0,0,0,0,0,0,0,0,0,0,1,0,"",0,0,1,0,"",3,3,4,4,4,3,4,4,4,2,5,10,1,2,10,1,0,0,0,0,1,0,0,"",20,"female","",0,0,"inc_1",3,0,"SW 6th and College","transpoandparking","","","more_than_one_race",2,5,4,4,3,4,4,4,4,"activetransport",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,29,4.14285714285714,34,3.77777777777778,37,3.7,38,3.8,TRUE,0.145694457515554,-0.520180377860476,0.818058041948533,1.03510768277838,1.56180499707101,0.468650330593539
"520",2020-03-04 10:16:21,2020-03-04 10:53:30,"IP Address","131.252.251.52",100,2228,"True",2020-03-04 10:53:30,"R_1gFT4ul9NhmQWAP","","","","","45.524505615234375","-122.6692047119140625","anonymous","EN",1,1,0,0,0,0,0,"",2,8,"",20,1,2,1,4,1,1,4,4,4,4,4,2,2,2,4,1,1,3,0,0,0,0,0,1,1,1,1,0,"",3,4,3,4,3,4,3,4,0,0,0,1,1,1,1,0,1,0,0,0,0,1,"I travel too far to bike where I need to go.",0,0,0,0,0,1,0,0,0,"",3,3,3,2,4,3,4,4,3,2,0,1,0,1,1,1,0,1,0,1,0,0,0,"",1,1,0,0,1,0,0,0,"",0,2,2,3,2,3,3,4,3,4,3,3,1,0,0,0,1,0,0,0,1,1,1,1,0,"",1,1,0,0,"",3,2,3,3,4,4,3,4,3,3,3,NA,2,2,6,0,0,0,1,0,0,0,0,"",20,"female","",0,0,"inc_1",3,1,"Sellers rd and highway 26","transpoandparking","","","white",3,2,3,2,3,3,3,2,3,"personalvehicle",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,25,3.57142857142857,24,2.66666666666667,27,2.7,32,3.2,TRUE,-0.395344045209251,-0.980605939070567,0.0982058519852144,-0.662929639956214,-0.155469317453196,-0.358550881858728
"521",2020-03-04 10:45:06,2020-03-04 10:53:38,"IP Address","206.72.99.246",100,511,"True",2020-03-04 10:53:38,"R_eo1vP9h23NhegRr","","","","","45.440704345703125","-122.779205322265625","anonymous","EN",1,1,0,0,0,0,0,"",1,3,"",4,2,2,1,5,4,4,4,5,5,3,3,5,2,4,5,1,1,3,0,0,0,0,0,0,0,0,1,0,"",3,4,2,5,3,5,4,5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,"",0,1,0,0,0,0,1,0,0,"",4,3,3,2,4,3,2,4,4,3,0,0,0,0,0,0,0,1,0,0,0,1,0,"",0,0,0,0,1,0,0,0,"",1,5,3,1,2,3,2,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,"",1,0,0,0,"",3,4,3,2,2,4,4,4,3,2,4,NA,4,4,8,0,0,0,0,0,0,0,1,"Middle Eastern",26,"male","",1,0,"inc_4",4,0,"SE 28th and Holgate","transpoandparking","","","other",2,2,3,4,5,3,4,3,4,"personalvehicle",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27,3.85714285714286,29,3.22222222222222,37,3.7,33,3.3,TRUE,0.602212785243345,-0.408979682286707,0.543941456417932,0.106654638416959,1.54808444473843,-0.0367548193007119
"522",2020-03-04 10:11:34,2020-03-04 10:53:44,"IP Address","137.53.249.130",100,2530,"True",2020-03-04 10:53:44,"R_2zwIB7SjSIuUhU9","","","","","45.4971923828125","-122.693695068359375","anonymous","EN",1,1,0,0,0,0,0,"",2,3,"",15,1,3,1,3,4,3,4,3,2,4,4,4,3,3,4,1,1,2,0,0,0,0,0,0,0,0,1,1,"Carbon footprint",4,4,3,4,3,4,4,4,0,0,0,1,1,1,0,0,1,1,0,0,0,0,"",1,1,0,0,0,1,1,0,0,"",2,2,3,1,2,3,3,4,3,2,0,1,0,1,1,1,1,1,0,1,1,1,0,"",1,1,0,0,1,0,1,0,"",0,3,3,2,2,3,3,3,4,3,3,3,0,0,0,0,0,0,1,0,0,0,1,1,0,"",1,0,1,0,"",2,2,3,2,2,3,3,4,3,2,3,NA,2,2,9,0,0,0,1,0,0,0,1,"Middle Eastern",18,"female","",0,0,"inc_1",3,0,"SW Houston Dr and SW Edy Rd","transpoandparking","","","more_than_one_race",2,4,3,3,4,3,3,3,4,"personalvehicle",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,26,3.71428571428571,24,2.66666666666667,31,3.1,27,2.7,TRUE,-0.479254574278483,-0.374929593053555,0.308917183210333,-0.851645721074854,0.411731300796993,-0.959082014387748
"523",2020-03-04 10:42:36,2020-03-04 10:53:48,"IP Address","50.53.54.61",100,672,"True",2020-03-04 10:53:49,"R_1gknZxVrGZQSfMt","","","","","45.5496063232421875","-122.8292999267578125","anonymous","EN",1,1,0,0,0,0,0,"",3,5,"",15,3,1,1,5,5,3,5,4,3,5,4,3,3,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,"",4,5,3,4,4,3,4,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"My neighborhood is not bike friendly",0,1,1,0,0,0,0,0,0,"",5,4,4,2,2,3,2,5,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,"",0,1,0,0,0,0,0,0,"",0,3,3,4,2,3,2,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,"",0,0,1,0,"",4,4,2,4,4,4,2,4,3,2,4,1,1,1,NA,0,0,0,1,0,0,0,0,"",41,"female","",1,1,"inc_1",3,0,"Nw 185th street & Walker Road","transpoandparking","","","white",2,4,3,4,2,3,4,3,4,"publictransit",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,27,3.85714285714286,36,4,28,2.8,35,3.5,TRUE,0.187898440196003,-0.11560420289041,0.458975835019707,1.16094146638527,0.138642470891969,0.31497453236094
"524",2020-03-04 10:38:42,2020-03-04 10:53:54,"IP Address","131.252.226.152",100,912,"True",2020-03-04 10:53:54,"R_22Qww2zVavx58UE","","","","","45.524505615234375","-122.6692047119140625","anonymous","EN",1,1,0,0,0,0,0,"",6,13,"",1,4,5,1,5,3,4,4,5,4,5,5,4,4,3,4,0,0,0,0,1,0,0,0,0,1,0,0,1,"I don't like to drive",1,3,4,3,1,1,4,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,"",0,1,0,1,0,1,1,0,0,"",2,3,4,1,3,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,"It is too tall for my height",0,0,1,0,1,0,0,0,"",1,3,2,4,1,4,5,4,4,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,"",0,0,1,0,"",4,5,5,5,2,5,4,5,4,1,5,1,2,1,8,0,1,0,0,0,0,0,0,"",32,"female","",0,0,"inc_1",3,0,"SW Jackson St.","transpoandparking","","","asian",2,3,2,2,2,2,3,2,5,"publictransit",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15,2.14285714285714,27,3,21,2.1,44,4.4,TRUE,0.653609400119807,0.947325414320314,-1.72456910922563,-0.0243526449309833,-0.73369642940624,1.6209077199474
"525",2020-03-04 10:28:00,2020-03-04 10:53:58,"IP Address","73.25.166.108",100,1558,"True",2020-03-04 10:53:58,"R_1nQ2tNqm3o6bVd6","","","","","45.507293701171875","-122.692901611328125","anonymous","EN",1,1,0,0,0,0,0,"",4,13,"",2,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,"",3,4,2,3,4,2,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,1,"N/A",4,3,4,2,3,4,2,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,1,"I haven’t tried ride e scooter",0,3,3,2,2,3,4,3,4,4,4,3,1,0,0,0,0,0,0,0,0,1,0,1,0,"",0,0,1,0,"",4,4,3,4,4,4,4,4,3,4,4,4,8,9,8,0,1,0,0,0,0,0,0,"",NA,"female","",0,NA,NA,3,0,"","transpoandparking","","","asian",3,3,2,4,4,3,2,3,2,"publictransit",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,22,3.14285714285714,29,3.22222222222222,33,3.3,38,3.8,TRUE,-0.23374598731297,1.13569584475957,-0.597763423012192,0.0453098489132888,0.798293805290874,0.569977421813781
"526",2020-03-04 10:42:36,2020-03-04 10:54:11,"IP Address","174.224.19.42",100,694,"True",2020-03-04 10:54:12,"R_UtqAJWWCISqf8sx","","","","","45.5496063232421875","-122.8292999267578125","anonymous","EN",1,1,0,0,0,0,0,"",3,8,"",20,2,2,1,5,1,5,5,5,3,5,5,3,3,1,5,1,1,2,0,0,0,0,0,0,0,0,1,0,"",5,5,5,5,1,5,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"I live too far away",0,0,0,0,0,0,0,0,1,"None, driving is convenient. I bike when I workout",5,5,5,1,4,2,3,5,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",1,5,5,1,1,2,1,4,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,"I don’t ride the max",0,0,0,1,"I don’t ride the max",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,10,0,0,0,1,0,0,0,0,"",20,"male","",0,0,"inc_2",5,0,"Burnside and Powell Blvd","transpoandparking","","","white",3,2,4,3,5,4,5,2,NA,"personalvehicle",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,31,4.42857142857143,33,3.66666666666667,40,4,NA,NA,TRUE,0.801045669982639,-0.644530842226474,1.59677390117332,1.1165937243266,2.18659425403394,NA
"527",2020-03-04 10:45:13,2020-03-04 10:54:18,"IP Address","204.195.116.47",100,544,"True",2020-03-04 10:54:18,"R_3OjoQn0GLiXmkMK","","","","","45.14019775390625","-122.86100006103515625","anonymous","EN",1,1,0,0,0,0,0,"",4,5,"",16,3,2,1,5,4,4,4,4,4,5,3,2,4,4,4,1,1,3,0,0,0,0,0,1,0,0,1,0,"",4,3,4,4,2,4,3,4,0,0,1,0,1,1,1,1,0,1,0,1,0,0,"",0,0,0,0,0,0,0,0,1,"I own a car and getting from my house to the MAX line isn’t biking distance",2,3,4,1,3,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,1,0,1,0,"",0,3,3,3,1,3,3,4,4,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,0,"",1,0,0,0,"",4,4,3,3,5,5,4,4,4,2,4,10,1,1,NA,0,0,0,1,0,0,0,0,"",19,"female","",0,0,"inc_1",3,0,"","transpoandparking","","","white",3,3,3,3,3,3,3,2,4,"publictransit",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,25,3.57142857142857,25,2.77777777777778,29,2.9,40,4,TRUE,0.17801711721578,0.14859396440946,0.158676529239493,-0.540874358221417,0.37347359468515,0.744620844036204
"528",2020-03-04 10:43:35,2020-03-04 10:54:24,"IP Address","68.180.120.25",100,649,"True",2020-03-04 10:54:25,"R_7VEKdgVXT1V2A5b","","","","","45.507293701171875","-122.692901611328125","anonymous","EN",1,1,0,0,0,0,0,"",7,1,"",0,1,2,1,4,4,4,5,3,3,5,3,3,3,1,4,1,1,1,0,0,0,0,0,0,0,0,1,0,"",5,4,3,5,2,4,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,1,0,"",1,1,3,1,4,2,4,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,1,0,"",0,3,3,3,1,4,3,4,3,3,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,"",0,0,1,0,"",2,1,1,1,4,3,2,3,3,2,3,2,1,1,7,0,0,0,1,0,0,0,0,"",23,"female","",0,0,"inc_1",4,0," College and SW 5th","transpoandparking","","","white",3,2,4,2,3,2,3,2,4,"activetransport",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,28,4,15,1.66666666666667,26,2.6,23,2.3,TRUE,-0.0735745888515011,-0.838091753874738,0.907592637826025,-2.04009630419476,0.00595321729674873,-1.6415919928554
